current_path,current_category,recommended_action,recommended_target,risk,phase,manual_review_required,status,notes
docs/superpowers/plans/2026-05-31-phase12-treatment-summary-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase12-treatment-summary-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase13-treatment-summary-create-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase13-treatment-summary-create-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase14-treatment-summary-management-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase14-treatment-summary-management-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase15-treatment-followup-link-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase15-treatment-followup-link-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase16-followup-source-governance-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase16-followup-source-governance-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase6-workspace-entry-consistency.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase6-workspace-entry-consistency.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase7-customer-timeline-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase7-customer-timeline-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase8-audit-query-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase8-audit-query-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-05-31-phase9-platform-tenant-management-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-05-31-phase9-platform-tenant-management-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-02-demo-seed-data-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-02-demo-seed-data-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-02-phase17-his-treatment-event-standard-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-02-phase17-his-treatment-event-standard-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-02-phase18-treatment-summary-edit-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-02-phase18-treatment-summary-edit-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-02-phase19-treatment-summary-void-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-02-phase19-treatment-summary-void-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-his-connection-credentials-boundary.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-his-connection-credentials-boundary.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-his-connection-read-ui-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-his-connection-read-ui-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-his-connection-schema-api-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-his-connection-schema-api-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-his-connection-schema-migration-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-his-connection-schema-migration-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase20-treatment-path-template-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase20-treatment-path-template-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase21-audit-metrics-review.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase21-audit-metrics-review.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase21-followup-path-analysis-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase21-followup-path-analysis-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase22-his-treatment-event-mapper-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase22-his-treatment-event-mapper-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase22-standard-event-contract-gap-review.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase22-standard-event-contract-gap-review.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase23-his-connection-create-update-api-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase23-his-connection-create-update-api-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase23-his-connection-write-api-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase23-his-connection-write-api-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-phase23-his-connection-write-repository-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-phase23-his-connection-write-repository-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-03-real-his-adapter-preflight.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-03-real-his-adapter-preflight.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-audit-reason-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-audit-reason-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-create-update-api-route-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-create-update-api-route-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-api-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-status-api-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-permission-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-status-permission-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-audit-reason-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-audit-reason-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-status-service-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-write-permission-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-write-permission-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-04-phase23-his-connection-write-service-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-04-phase23-his-connection-write-service-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-05-phase23-his-connection-status-route-denied-audit-v1.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-05-phase23-his-connection-status-route-denied-audit-v1.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-06-phase23-his-connection-credential-compensation-outbox-job-queue.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-06-phase23-his-connection-credential-compensation-outbox-job-queue.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-dead-letter-manual-review-recovery.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-dead-letter-manual-review-recovery.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-failed-manual-review-transition.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-failed-manual-review-transition.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-retry-count-alignment.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-operation-retry-count-alignment.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-dead-letter.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-dead-letter.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-manual-review.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-exhausted-manual-review.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-requeue-backoff-runtime.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-retry-requeue-backoff-runtime.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-claim-lock-stale-recovery.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-claim-lock-stale-recovery.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-test-provider-noop-execution.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-credential-compensation-worker-test-provider-noop-execution.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-connection-test-connection-health-check.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-connection-test-connection-health-check.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-health-check-candidate-audit-boundary.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-health-check-candidate-audit-boundary.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-health-check-runner-scheduler.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-health-check-runner-scheduler.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-health-check-system-actor-audit-context.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-health-check-system-actor-audit-context.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-real-adapter-test-connection.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-real-adapter-test-connection.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-real-credential-provider-read-boundary.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-real-credential-provider-read-boundary.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-audit-action-reason-query-whitelist.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-audit-action-reason-query-whitelist.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-closeout.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-closeout.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-fake-provider-service.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-fake-provider-service.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-health-status-repository-write.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-health-status-repository-write.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-permission-route.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-permission-route.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-07-phase23-his-test-connection-route-parser-dto.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-07-phase23-his-test-connection-route-parser-dto.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-08-cred-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-08-cred-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-08-his-adapter-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-08-his-adapter-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-08-network-plan-01.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-08-network-plan-01.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-08-phase23-backlog-priority-freeze.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-08-phase23-backlog-priority-freeze.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-08-phase24-production-readiness-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-08-phase24-production-readiness-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-20-homepage-brand-phase2-runtime.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-20-homepage-brand-phase2-runtime.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-21-conflict-branch-cleanup.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-21-conflict-branch-cleanup.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-22-data-cleanup-real-tenant-user-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-22-data-cleanup-real-tenant-user-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-22-platform-tenant-management-v11-ui-implementation-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-22-platform-tenant-management-v11-ui-implementation-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-06-25-tenant-formal-account-loop-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-06-25-tenant-formal-account-loop-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-analytics-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-analytics-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-care-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-care-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-conversations-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-conversations-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-customer-center-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-customer-center-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-knowledge-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-knowledge-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-seven-stream-development-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-seven-stream-development-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-system-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-system-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-17-institution-workbench-technical-plan.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-17-institution-workbench-technical-plan.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-18-institution-analytics-mig-05-data-change-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-18-institution-analytics-mig-05-data-change-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-18-institution-base-03-mig-01-technical-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-18-institution-base-03-mig-01-technical-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-18-institution-conversations-mig-04-data-model-application.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-18-institution-conversations-mig-04-data-model-application.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/plans/2026-07-18-institution-knowledge-mig-03-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/plans/2026-07-18-institution-knowledge-mig-03-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/runbooks/trial-v0.1-experience-guide.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/runbooks/trial-v0.1-experience-guide.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/runbooks/trial-v0.3-experience-guide.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/runbooks/trial-v0.3-experience-guide.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-29-institution-business-shell-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-29-institution-business-shell-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-29-workspace-ui-redesign-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-29-workspace-ui-redesign-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-30-phase5-institution-business-real-api-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-30-phase5-institution-business-real-api-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-30-tenant-business-domain-phase2-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-30-tenant-business-domain-phase2-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-30-tenant-persistence-phase3-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-30-tenant-persistence-phase3-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-30-tenant-rbac-phase1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-30-tenant-rbac-phase1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase10-plan-quota-enforcement-light-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase10-plan-quota-enforcement-light-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase11-platform-commercial-health-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase11-platform-commercial-health-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase12-treatment-summary-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase12-treatment-summary-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase13-treatment-summary-create-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase13-treatment-summary-create-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase14-treatment-summary-management-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase14-treatment-summary-management-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase15-treatment-followup-link-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase15-treatment-followup-link-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase16-followup-source-governance-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase16-followup-source-governance-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase6-workspace-entry-consistency-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase6-workspace-entry-consistency-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase7-customer-timeline-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase7-customer-timeline-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase8-audit-query-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase8-audit-query-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-05-31-phase9-platform-tenant-management-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-05-31-phase9-platform-tenant-management-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-02-demo-seed-data-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-02-demo-seed-data-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-02-phase17-his-treatment-event-standard-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-02-phase17-his-treatment-event-standard-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-02-phase18-treatment-summary-edit-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-02-phase18-treatment-summary-edit-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-02-phase19-treatment-summary-void-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-02-phase19-treatment-summary-void-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-his-connection-credentials-boundary-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-his-connection-credentials-boundary-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-his-connection-read-ui-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-his-connection-read-ui-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-his-connection-schema-api-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-his-connection-schema-api-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-his-connection-schema-migration-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-his-connection-schema-migration-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase20-treatment-path-template-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase20-treatment-path-template-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase21-followup-path-analysis-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase21-followup-path-analysis-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase22-his-treatment-event-mapper-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase22-his-treatment-event-mapper-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase23-his-connection-create-update-api-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase23-his-connection-create-update-api-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase23-his-connection-write-api-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase23-his-connection-write-api-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-phase23-his-connection-write-repository-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-phase23-his-connection-write-repository-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-03-real-his-adapter-preflight-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-03-real-his-adapter-preflight-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
docs/superpowers/specs/2026-06-04-phase23-his-connection-audit-reason-v1-design.md,docs,KEEP_OR_RECLASSIFY,docs/superpowers/specs/2026-06-04-phase23-his-connection-audit-reason-v1-design.md,low,1,yes,pending,按产品、架构、交接和运行手册分类。
