path,route_url,version_class,api_version,domain,family_key,matrix_presence,current_category,current_recommended_action,current_recommended_target,current_risk,current_phase,current_manual_review_required,current_status,proposed_action,proposal_reason,move_now,migration_ready,review_decision,matrix_change_ready,approved_field_changes,preserved_fields,review_rationale
src/app/api/v1/open-platform/provider-configs/route.ts,/api/v1/open-platform/provider-configs,versioned,v1,open-platform,/api/open-platform/provider-configs,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/provider-configs/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/provider-configs/smoke/route.ts,/api/v1/open-platform/provider-configs/smoke,versioned,v1,open-platform,/api/open-platform/provider-configs/smoke,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/provider-configs/smoke/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenant-plan-options/route.ts,/api/v1/open-platform/tenant-plan-options,versioned,v1,open-platform,/api/open-platform/tenant-plan-options,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenant-plan-options/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/[tenantId]/account/route.ts,/api/v1/open-platform/tenants/[tenantId]/account,versioned,v1,open-platform,/api/open-platform/tenants/[tenantId]/account,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/[tenantId]/account/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/[tenantId]/commercial-records/route.ts,/api/v1/open-platform/tenants/[tenantId]/commercial-records,versioned,v1,open-platform,/api/open-platform/tenants/[tenantId]/commercial-records,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/[tenantId]/commercial-records/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/[tenantId]/entitlement-usage/route.ts,/api/v1/open-platform/tenants/[tenantId]/entitlement-usage,versioned,v1,open-platform,/api/open-platform/tenants/[tenantId]/entitlement-usage,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/[tenantId]/entitlement-usage/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/[tenantId]/plan-change-preview/route.ts,/api/v1/open-platform/tenants/[tenantId]/plan-change-preview,versioned,v1,open-platform,/api/open-platform/tenants/[tenantId]/plan-change-preview,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change-preview/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/[tenantId]/plan-change/route.ts,/api/v1/open-platform/tenants/[tenantId]/plan-change,versioned,v1,open-platform,/api/open-platform/tenants/[tenantId]/plan-change,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/[tenantId]/plan-change/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/tenants/route.ts,/api/v1/open-platform/tenants,versioned,v1,open-platform,/api/open-platform/tenants,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/tenants/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/trial-data-reset/route.ts,/api/v1/open-platform/trial-data-reset,versioned,v1,open-platform,/api/open-platform/trial-data-reset,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/trial-data-reset/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/workspace-dashboard/readonly-aggregation/route.ts,/api/v1/workspace-dashboard/readonly-aggregation,versioned,v1,workspace-dashboard,/api/workspace-dashboard/readonly-aggregation,present,api-route,KEEP_REVIEW,src/app/api/v1/workspace-dashboard/readonly-aggregation/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
